código,descriptor_es,descriptor_en
9044/32,"Sarcoma de células claras, NEOM - grado II, moderadamente diferenciado","Clear cell sarcoma, NOS - grade II, moderately differentiated"
9044/33,"Sarcoma de células claras, NEOM - grado III, pobremente diferenciado","Clear cell sarcoma, NOS - grade III, poorly differentiated"
9044/34,"Sarcoma de células claras, NEOM - grado IV, indiferenciado","Clear cell sarcoma, NOS - grade IV, undifferentiated"
9044/39,"Sarcoma de células claras, NEOM - grado o diferenciación sin determinar o sin asignar, o no procede","Clear cell sarcoma, NOS - grade or differentiation not determined or not assigned, or not applicable"
9044/6,"Sarcoma de células claras, NEOM, metástasis","Clear cell sarcoma, NOS, metastasis"
9045/3,Sarcoma nasosinusal bifenotípico,Biphenotypic sinonasal sarcoma
9045/31,"Sarcoma nasosinusal bifenotípico - grado I, bien diferenciado","Biphenotypic sinonasal sarcoma - grade I, well differentiated"
9045/32,"Sarcoma nasosinusal bifenotípico - grado II, moderadamente diferenciado","Biphenotypic sinonasal sarcoma - grade II, moderately differentiated"
9045/33,"Sarcoma nasosinusal bifenotípico - grado III, pobremente diferenciado","Biphenotypic sinonasal sarcoma - grade III, poorly differentiated"
9045/34,"Sarcoma nasosinusal bifenotípico - grado IV, indiferenciado","Biphenotypic sinonasal sarcoma - grade IV, undifferentiated"
9045/39,"Sarcoma nasosinusal bifenotípico - grado o diferenciación sin determinar o sin asignar, o no procede","Biphenotypic sinonasal sarcoma - grade or differentiation not determined or not assigned, or not applicable"
9045/6,"Sarcoma nasosinusal bifenotípico, metástasis","Biphenotypic sinonasal sarcoma, metastasis"
9050/0,"Mesotelioma, benigno","Mesothelioma, benign"
9050/3,"Mesotelioma, maligno","Mesothelioma, malignant"
9050/31,"Mesotelioma, maligno - grado I, bien diferenciado","Mesothelioma, malignant - grade I, well differentiated"
9050/32,"Mesotelioma, maligno - grado II, moderadamente diferenciado","Mesothelioma, malignant - grade II, moderately differentiated"
9050/33,"Mesotelioma, maligno - grado III, pobremente diferenciado","Mesothelioma, malignant - grade III, poorly differentiated"
9050/34,"Mesotelioma, maligno - grado IV, indiferenciado","Mesothelioma, malignant - grade IV, undifferentiated"
9050/39,"Mesotelioma, maligno - grado o diferenciación sin determinar o sin asignar, o no procede","Mesothelioma, malignant - grade or differentiation not determined or not assigned, or not applicable"
9050/6,"Mesotelioma, maligno, metástasis","Mesothelioma, malignant, metastasis"
9051/0,"Mesotelioma fibroso, benigno","Fibrous mesothelioma, benign"
9051/3,"Mesotelioma fibroso, maligno","Fibrous mesothelioma, malignant"
9051/31,"Mesotelioma fibroso, maligno - grado I, bien diferenciado","Fibrous mesothelioma, malignant - grade I, well differentiated"
9051/32,"Mesotelioma fibroso, maligno - grado II, moderadamente diferenciado","Fibrous mesothelioma, malignant - grade II, moderately differentiated"
9051/33,"Mesotelioma fibroso, maligno - grado III, pobremente diferenciado","Fibrous mesothelioma, malignant - grade III, poorly differentiated"
9051/34,"Mesotelioma fibroso, maligno - grado IV, indiferenciado","Fibrous mesothelioma, malignant - grade IV, undifferentiated"
9051/39,"Mesotelioma fibroso, maligno - grado o diferenciación sin determinar o sin asignar, o no procede","Fibrous mesothelioma, malignant - grade or differentiation not determined or not assigned, or not applicable"
9051/6,"Mesotelioma fibroso, maligno, metástasis","Fibrous mesothelioma, malignant, metastasis"
9052/0,"Mesotelioma epitelioide, benigno","Epithelioid mesothelioma, benign"
9052/1,Mesotelioma papilar bien diferenciado de pleura,Well differentiated papillary mesothelioma of pleura
9052/3,"Mesotelioma epitelioide, maligno","Epithelioid mesothelioma, malignant"
9052/31,"Mesotelioma epitelioide, maligno - grado I, bien diferenciado","Epithelioid mesothelioma, malignant - grade I, well differentiated"
9052/32,"Mesotelioma epitelioide, maligno - grado II, moderadamente diferenciado","Epithelioid mesothelioma, malignant - grade II, moderately differentiated"
9052/33,"Mesotelioma epitelioide, maligno - grado III, pobremente diferenciado","Epithelioid mesothelioma, malignant - grade III, poorly differentiated"
9052/34,"Mesotelioma epitelioide, maligno - grado IV, indiferenciado","Epithelioid mesothelioma, malignant - grade IV, undifferentiated"
9052/39,"Mesotelioma epitelioide, maligno - grado o diferenciación sin determinar o sin asignar, o no procede","Epithelioid mesothelioma, malignant - grade or differentiation not determined or not assigned, or not applicable"
9052/6,"Mesotelioma epitelioide, maligno, metástasis","Epithelioid mesothelioma, malignant, metastasis"
9053/3,"Mesotelioma, bifásico, maligno","Mesothelioma, biphasic, malignant"
9053/31,"Mesotelioma, bifásico, maligno - grado I, bien diferenciado","Mesothelioma, biphasic, malignant - grade I, well differentiated"
9053/32,"Mesotelioma, bifásico, maligno - grado II, moderadamente diferenciado","Mesothelioma, biphasic, malignant - grade II, moderately differentiated"
9053/33,"Mesotelioma, bifásico, maligno - grado III, pobremente diferenciado","Mesothelioma, biphasic, malignant - grade III, poorly differentiated"
9053/34,"Mesotelioma, bifásico, maligno - grado IV, indiferenciado","Mesothelioma, biphasic, malignant - grade IV, undifferentiated"
9053/39,"Mesotelioma, bifásico, maligno - grado o diferenciación sin determinar o sin asignar, o no procede","Mesothelioma, biphasic, malignant - grade or differentiation not determined or not assigned, or not applicable"
9053/6,"Mesotelioma, bifásico, maligno, metástasis","Mesothelioma, biphasic, malignant, metastasis"
9054/0,"Tumor adenomatoide, NEOM","Adenomatoid tumor, NOS"
9055/0,Quistes de inclusión peritoneales,Peritoneal inclusion cysts
9060/3,Disgerminoma,Dysgerminoma
9060/31,"Disgerminoma - grado I, bien diferenciado","Dysgerminoma - grade I, well differentiated"
9060/32,"Disgerminoma - grado II, moderadamente diferenciado","Dysgerminoma - grade II, moderately differentiated"
9060/33,"Disgerminoma - grado III, pobremente diferenciado","Dysgerminoma - grade III, poorly differentiated"
9060/34,"Disgerminoma - grado IV, indiferenciado","Dysgerminoma - grade IV, undifferentiated"
9060/39,"Disgerminoma - grado o diferenciación sin determinar o sin asignar, o no procede","Dysgerminoma - grade or differentiation not determined or not assigned, or not applicable"
9060/6,"Disgerminoma, metástasis","Dysgerminoma, metastasis"
9061/3,"Seminoma, NEOM","Seminoma, NOS"
9061/31,"Seminoma, NEOM - grado I, bien diferenciado","Seminoma, NOS - grade I, well differentiated"
9061/32,"Seminoma, NEOM - grado II, moderadamente diferenciado","Seminoma, NOS - grade II, moderately differentiated"
9061/33,"Seminoma, NEOM - grado III, pobremente diferenciado","Seminoma, NOS - grade III, poorly differentiated"
9061/34,"Seminoma, NEOM - grado IV, indiferenciado","Seminoma, NOS - grade IV, undifferentiated"
9061/39,"Seminoma, NEOM - grado o diferenciación sin determinar o sin asignar, o no procede","Seminoma, NOS - grade or differentiation not determined or not assigned, or not applicable"
9061/6,"Seminoma, NEOM, metástasis","Seminoma, NOS, metastasis"
9062/3,"Seminoma, anaplásico","Seminoma, anaplastic"
9062/34,"Seminoma, anaplásico - grado IV, indiferenciado","Seminoma, anaplastic - grade IV, undifferentiated"
9062/6,"Seminoma, anaplásico, metástasis","Seminoma, anaplastic, metastasis"
9063/3,Seminoma espermatocítico,Spermatocytic seminoma
9063/31,"Seminoma espermatocítico - grado I, bien diferenciado","Spermatocytic seminoma - grade I, well differentiated"
9063/32,"Seminoma espermatocítico - grado II, moderadamente diferenciado","Spermatocytic seminoma - grade II, moderately differentiated"
9063/33,"Seminoma espermatocítico - grado III, pobremente diferenciado","Spermatocytic seminoma - grade III, poorly differentiated"
9063/34,"Seminoma espermatocítico - grado IV, indiferenciado","Spermatocytic seminoma - grade IV, undifferentiated"
9063/39,"Seminoma espermatocítico - grado o diferenciación sin determinar o sin asignar, o no procede","Spermatocytic seminoma - grade or differentiation not determined or not assigned, or not applicable"
9063/6,"Seminoma espermatocítico, metástasis","Spermatocytic seminoma, metastasis"
9064/2,Células germinales malignas intratubulares,Intratubular malignant germ cells
9064/21,"Células germinales malignas intratubulares - grado I, bien diferenciado","Intratubular malignant germ cells - grade I, well differentiated"
9064/22,"Células germinales malignas intratubulares - grado II, moderadamente diferenciado","Intratubular malignant germ cells - grade II, moderately differentiated"
9064/23,"Células germinales malignas intratubulares - grado III, pobremente diferenciado","Intratubular malignant germ cells - grade III, poorly differentiated"
9064/24,"Células germinales malignas intratubulares - grado IV, indiferenciado","Intratubular malignant germ cells - grade IV, undifferentiated"
9064/29,"Células germinales malignas intratubulares - grado o diferenciación sin determinar o sin asignar, o no procede","Intratubular malignant germ cells - grade or differentiation not determined or not assigned, or not applicable"
9064/3,Germinoma,Germinoma
9064/31,"Germinoma - grado I, bien diferenciado","Germinoma - grade I, well differentiated"
9064/32,"Germinoma - grado II, moderadamente diferenciado","Germinoma - grade II, moderately differentiated"
9064/33,"Germinoma - grado III, pobremente diferenciado","Germinoma - grade III, poorly differentiated"
9064/34,"Germinoma - grado IV, indiferenciado","Germinoma - grade IV, undifferentiated"
9064/39,"Germinoma - grado o diferenciación sin determinar o sin asignar, o no procede","Germinoma - grade or differentiation not determined or not assigned, or not applicable"
9064/6,"Germinoma, metástasis","Germinoma, metastasis"
9065/3,"Tumor de células germinales, no seminomatosas","Germ cell tumor, nonseminomatous"
9065/31,"Tumor de células germinales, no seminomatosas - grado I, bien diferenciado","Germ cell tumor, nonseminomatous - grade I, well differentiated"
9065/32,"Tumor de células germinales, no seminomatosas - grado II, moderadamente diferenciado","Germ cell tumor, nonseminomatous - grade II, moderately differentiated"
9065/33,"Tumor de células germinales, no seminomatosas - grado III, pobremente diferenciado","Germ cell tumor, nonseminomatous - grade III, poorly differentiated"
9065/34,"Tumor de células germinales, no seminomatosas - grado IV, indiferenciado","Germ cell tumor, nonseminomatous - grade IV, undifferentiated"
9065/39,"Tumor de células germinales, no seminomatosas - grado o diferenciación sin determinar o sin asignar, o no procede","Germ cell tumor, nonseminomatous - grade or differentiation not determined or not assigned, or not applicable"
9065/6,"Tumor de células germinales, no seminomatosas, metástasis","Germ cell tumor, nonseminomatous, metastasis"
9070/3,"Carcinoma embrionario, NEOM","Embryonal carcinoma, NOS"
9070/31,"Carcinoma embrionario, NEOM - grado I, bien diferenciado","Embryonal carcinoma, NOS - grade I, well differentiated"
9070/32,"Carcinoma embrionario, NEOM - grado II, moderadamente diferenciado","Embryonal carcinoma, NOS - grade II, moderately differentiated"
9070/33,"Carcinoma embrionario, NEOM - grado III, pobremente diferenciado","Embryonal carcinoma, NOS - grade III, poorly differentiated"
9070/34,"Carcinoma embrionario, NEOM - grado IV, indiferenciado","Embryonal carcinoma, NOS - grade IV, undifferentiated"
9070/39,"Carcinoma embrionario, NEOM - grado o diferenciación sin determinar o sin asignar, o no procede","Embryonal carcinoma, NOS - grade or differentiation not determined or not assigned, or not applicable"
9070/6,"Carcinoma embrionario, NEOM, metástasis","Embryonal carcinoma, NOS, metastasis"
9071/3,"Tumor de saco vitelino, NEOM","Yolk sac tumor, NOS"
9071/31,"Tumor de saco vitelino, NEOM - grado I, bien diferenciado","Yolk sac tumor, NOS - grade I, well differentiated"
9071/32,"Tumor de saco vitelino, NEOM - grado II, moderadamente diferenciado","Yolk sac tumor, NOS - grade II, moderately differentiated"
9071/33,"Tumor de saco vitelino, NEOM - grado III, pobremente diferenciado","Yolk sac tumor, NOS - grade III, poorly differentiated"
9071/34,"Tumor de saco vitelino, NEOM - grado IV, indiferenciado","Yolk sac tumor, NOS - grade IV, undifferentiated"
9071/39,"Tumor de saco vitelino, NEOM - grado o diferenciación sin determinar o sin asignar, o no procede","Yolk sac tumor, NOS - grade or differentiation not determined or not assigned, or not applicable"
9071/6,"Tumor de saco vitelino, NEOM, metástasis","Yolk sac tumor, NOS, metastasis"
9072/3,Poliembrioma,Polyembryoma
9072/31,"Poliembrioma - grado I, bien diferenciado","Polyembryoma - grade I, well differentiated"
9072/32,"Poliembrioma - grado II, moderadamente diferenciado","Polyembryoma - grade II, moderately differentiated"
9072/33,"Poliembrioma - grado III, pobremente diferenciado","Polyembryoma - grade III, poorly differentiated"
9072/34,"Poliembrioma - grado IV, indiferenciado","Polyembryoma - grade IV, undifferentiated"
9072/39,"Poliembrioma - grado o diferenciación sin determinar o sin asignar, o no procede","Polyembryoma - grade or differentiation not determined or not assigned, or not applicable"
9072/6,"Poliembrioma, metástasis","Polyembryoma, metastasis"
9073/1,Gonadoblastoma,Gonadoblastoma
9080/0,"Teratoma, benigno","Teratoma, benign"
9080/1,"Teratoma, NEOM","Teratoma, NOS"
9080/3,"Teratoma, maligno, NEOM","Teratoma, malignant, NOS"
9080/31,"Teratoma, maligno, NEOM - grado I, bien diferenciado","Teratoma, malignant, NOS - grade I, well differentiated"
9080/32,"Teratoma, maligno, NEOM - grado II, moderadamente diferenciado","Teratoma, malignant, NOS - grade II, moderately differentiated"
9080/33,"Teratoma, maligno, NEOM - grado III, pobremente diferenciado","Teratoma, malignant, NOS - grade III, poorly differentiated"
9080/34,"Teratoma, maligno, NEOM - grado IV, indiferenciado","Teratoma, malignant, NOS - grade IV, undifferentiated"
9080/39,"Teratoma, maligno, NEOM - grado o diferenciación sin determinar o sin asignar, o no procede","Teratoma, malignant, NOS - grade or differentiation not determined or not assigned, or not applicable"
9080/6,"Teratoma, maligno, NEOM, metástasis","Teratoma, malignant, NOS, metastasis"
9081/3,Teratocarcinoma,Teratocarcinoma
9081/31,"Teratocarcinoma - grado I, bien diferenciado","Teratocarcinoma - grade I, well differentiated"
9081/32,"Teratocarcinoma - grado II, moderadamente diferenciado","Teratocarcinoma - grade II, moderately differentiated"
9081/33,"Teratocarcinoma - grado III, pobremente diferenciado","Teratocarcinoma - grade III, poorly differentiated"
9081/34,"Teratocarcinoma - grado IV, indiferenciado","Teratocarcinoma - grade IV, undifferentiated"
